,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score
676,752-23-3760,Mandalay,Miembro,Mujer,Sports and travel,64.08,7,22.428,470.98800000000006,Credit card,448.56,7.3,2019-02-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.03506790685581329
677,274-05-5470,Yangon,Miembro,Mujer,Food and beverages,73.47,4,14.694,308.574,Cash,293.88,6.0,2019-02-23,Saturday,Laboral,Noche,Detractores,-100,0,-0.042185813504865055
678,648-94-3045,Naypyitaw,Normal,Hombre,Health and beauty,58.95,10,29.475,618.975,Ewallet,589.5,8.1,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.012980989202581283
679,130-67-4723,Yangon,Miembro,Hombre,Food and beverages,48.5,6,14.55,305.55,Ewallet,291.0,9.4,2019-01-11,Friday,Laboral,Mañana,Promotores,100,0,-0.04461595394773138
680,528-87-5606,Mandalay,Miembro,Mujer,Electronic accessories,39.48,1,1.974,41.45399999999999,Cash,39.48,6.5,2019-02-12,Tuesday,Festivo,Noche,Neutros,0,0,-0.016961271506432674
681,320-85-2052,Mandalay,Normal,Mujer,Sports and travel,34.81,1,1.7405,36.5505,Credit card,34.81,7.0,2019-01-14,Monday,Laboral,Mañana,Neutros,0,0,-0.028879848993513035
682,370-96-0655,Naypyitaw,Normal,Mujer,Fashion accessories,49.32,6,14.796,310.716,Ewallet,295.92,7.1,2019-01-09,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03213920472925624
683,105-10-6182,Yangon,Miembro,Hombre,Fashion accessories,21.48,2,2.148,45.108000000000004,Ewallet,42.96,6.6,2019-02-27,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03169119450222735
684,510-79-0415,Mandalay,Miembro,Mujer,Sports and travel,23.08,6,6.9239999999999995,145.404,Ewallet,138.48,4.9,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,0,-0.014281028920570038
685,241-96-5076,Mandalay,Miembro,Mujer,Home and lifestyle,49.1,2,4.91,103.11,Credit card,98.2,6.4,2019-01-08,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.045979094356523253
686,767-97-4650,Mandalay,Miembro,Mujer,Sports and travel,64.83,2,6.483,136.143,Credit card,129.66,8.0,2019-01-08,Tuesday,Laboral,Mañana,Neutros,0,0,-0.03697935521381801
687,648-83-1321,Yangon,Miembro,Hombre,Home and lifestyle,63.56,10,31.78,667.38,Cash,635.6,4.3,2019-01-16,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.021352468324397633
688,173-57-2300,Naypyitaw,Miembro,Hombre,Sports and travel,72.88,2,7.287999999999999,153.048,Cash,145.76,6.1,2019-03-13,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.016221832084591825
689,305-03-2383,Yangon,Normal,Mujer,Food and beverages,67.1,3,10.065,211.365,Cash,201.3,7.5,2019-02-15,Friday,Laboral,Mañana,Neutros,0,0,-0.05023511541001613
690,394-55-6384,Naypyitaw,Miembro,Mujer,Sports and travel,70.19,9,31.5855,663.2955,Cash,631.71,6.7,2019-01-25,Friday,Laboral,Mañana,Neutros,0,0,-0.0410122660514054
691,266-20-6657,Naypyitaw,Miembro,Hombre,Food and beverages,55.04,7,19.264,404.54400000000004,Ewallet,385.28,5.2,2019-03-12,Tuesday,Laboral,Noche,Detractores,-100,0,-0.04158149870981309
692,689-05-1884,Yangon,Miembro,Hombre,Health and beauty,48.63,10,24.315,510.615,Cash,486.3,8.8,2019-03-04,Monday,Laboral,Mañana,Promotores,100,0,-0.01730629555356822
693,196-01-2849,Naypyitaw,Miembro,Mujer,Fashion accessories,73.38,7,25.683000000000003,539.3430000000001,Cash,513.66,9.5,2019-02-10,Sunday,Festivo,Mañana,Promotores,100,0,-0.024832318227483663
694,372-62-5264,Naypyitaw,Normal,Mujer,Food and beverages,52.6,9,23.67,497.07,Cash,473.4,7.6,2019-01-16,Wednesday,Laboral,Tarde,Neutros,0,0,-0.023995335667215678
695,800-09-8606,Yangon,Miembro,Mujer,Home and lifestyle,87.37,5,21.8425,458.6925,Cash,436.85,6.6,2019-01-29,Tuesday,Laboral,Noche,Neutros,0,0,-0.013575574509001265
696,182-52-7000,Yangon,Miembro,Mujer,Sports and travel,27.04,4,5.4079999999999995,113.568,Ewallet,108.16,6.9,2019-01-01,Tuesday,Laboral,Noche,Neutros,0,0,-0.03644113223061951
697,826-58-8051,Mandalay,Normal,Hombre,Home and lifestyle,62.19,4,12.437999999999999,261.198,Ewallet,248.76,4.3,2019-01-06,Sunday,Festivo,Noche,Detractores,-100,0,-0.024081967304771412
698,868-06-0466,Yangon,Miembro,Hombre,Electronic accessories,69.58,9,31.311,657.5310000000001,Credit card,626.22,7.8,2019-02-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.011988359801943904
699,751-41-9720,Naypyitaw,Normal,Hombre,Home and lifestyle,97.5,10,48.75,1023.75,Ewallet,975.0,8.0,2019-01-12,Saturday,Laboral,Tarde,Neutros,0,1,0.005099171508607947
700,626-43-7888,Naypyitaw,Normal,Mujer,Fashion accessories,60.41,8,24.164,507.444,Ewallet,483.28,9.6,2019-02-07,Thursday,Laboral,Mañana,Promotores,100,0,-0.03289917238005613
701,176-64-7711,Mandalay,Normal,Hombre,Food and beverages,32.32,3,4.848,101.80799999999999,Credit card,96.96,4.3,2019-03-27,Wednesday,Festivo,Noche,Detractores,-100,0,-0.014561194383778453
702,191-29-0321,Mandalay,Miembro,Mujer,Fashion accessories,19.77,10,9.885,207.585,Credit card,197.7,5.0,2019-02-27,Wednesday,Laboral,Noche,Detractores,-100,0,-0.022135660450648853
703,729-06-2010,Mandalay,Miembro,Hombre,Health and beauty,80.47,9,36.2115,760.4415,Cash,724.23,9.2,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,1,0.0042639064044242
704,640-48-5028,Mandalay,Miembro,Mujer,Home and lifestyle,88.39,9,39.7755,835.2855,Cash,795.51,6.3,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.014550711691150742
705,186-79-9562,Mandalay,Normal,Hombre,Health and beauty,71.77,7,25.1195,527.5095,Cash,502.39,8.9,2019-03-29,Friday,Laboral,Tarde,Promotores,100,0,-0.02195564626578439
706,834-45-5519,Mandalay,Normal,Mujer,Electronic accessories,43.0,4,8.6,180.6,Ewallet,172.0,7.6,2019-01-31,Thursday,Laboral,Noche,Neutros,0,0,-0.026935358935779363
707,162-65-8559,Naypyitaw,Miembro,Hombre,Food and beverages,68.98,1,3.449,72.429,Cash,68.98,4.8,2019-01-21,Monday,Laboral,Noche,Detractores,-100,0,-0.0025088376982781435
708,760-27-5490,Naypyitaw,Normal,Hombre,Fashion accessories,15.62,8,6.247999999999999,131.208,Ewallet,124.96,9.1,2019-01-20,Sunday,Festivo,Noche,Promotores,100,0,-0.016972845049654794
709,445-30-9252,Yangon,Normal,Hombre,Sports and travel,25.7,3,3.855,80.955,Ewallet,77.1,6.1,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.014069282527116811
710,786-94-2700,Yangon,Miembro,Hombre,Food and beverages,80.62,6,24.186,507.906,Cash,483.72,9.1,2019-02-28,Thursday,Laboral,Noche,Promotores,100,0,-0.020234420885673732
711,728-88-7867,Naypyitaw,Miembro,Mujer,Home and lifestyle,75.53,4,15.106,317.226,Ewallet,302.12,8.3,2019-03-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.04031307210538815
712,183-21-3799,Naypyitaw,Normal,Mujer,Electronic accessories,77.63,9,34.9335,733.6035,Ewallet,698.67,7.2,2019-02-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.018220865878029735
713,268-20-3585,Naypyitaw,Normal,Mujer,Health and beauty,13.85,9,6.2325,130.8825,Ewallet,124.65,6.0,2019-02-04,Monday,Laboral,Mañana,Detractores,-100,0,-0.010023797653024857
714,735-32-9839,Naypyitaw,Miembro,Hombre,Fashion accessories,98.7,8,39.48,829.08,Ewallet,789.6,8.5,2019-01-31,Thursday,Laboral,Mañana,Promotores,100,0,-0.0021511744500154473
715,258-92-7466,Yangon,Normal,Mujer,Health and beauty,35.68,5,8.92,187.32,Credit card,178.4,6.6,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.03625781868180111
716,857-16-3520,Yangon,Miembro,Mujer,Fashion accessories,71.46,7,25.011,525.231,Ewallet,500.22,4.5,2019-03-28,Thursday,Laboral,Tarde,Detractores,-100,0,-0.023383089061141726
717,482-17-1179,Yangon,Miembro,Hombre,Electronic accessories,11.94,3,1.791,37.611,Credit card,35.82,8.1,2019-01-19,Saturday,Laboral,Mañana,Neutros,0,0,-0.023333749095106215
718,788-21-5741,Yangon,Normal,Hombre,Fashion accessories,45.38,3,6.807,142.947,Credit card,136.14,7.2,2019-02-17,Sunday,Festivo,Mañana,Neutros,0,0,-0.03701103983455345
719,821-14-9046,Mandalay,Miembro,Mujer,Fashion accessories,17.48,6,5.244,110.124,Credit card,104.88,6.1,2019-01-18,Friday,Laboral,Tarde,Detractores,-100,0,-0.03067538214709542
720,418-05-0656,Mandalay,Normal,Mujer,Fashion accessories,25.56,7,8.946,187.86599999999999,Cash,178.92,7.1,2019-02-02,Saturday,Laboral,Noche,Neutros,0,0,-0.04749304010450722
721,678-79-0726,Naypyitaw,Miembro,Mujer,Sports and travel,90.63,9,40.7835,856.4535,Cash,815.67,5.1,2019-01-18,Friday,Laboral,Tarde,Detractores,-100,0,-0.017205160510201156
722,776-68-1096,Mandalay,Normal,Hombre,Home and lifestyle,44.12,3,6.617999999999999,138.97799999999998,Credit card,132.36,7.9,2019-03-18,Monday,Laboral,Mañana,Neutros,0,0,-0.02630377297743325
723,592-46-1692,Naypyitaw,Miembro,Mujer,Food and beverages,36.77,7,12.8695,270.2595,Cash,257.39,7.4,2019-01-11,Friday,Laboral,Noche,Neutros,0,0,-0.03910617459741972
724,434-35-9162,Mandalay,Miembro,Hombre,Food and beverages,23.34,4,4.668,98.02799999999999,Ewallet,93.36,7.4,2019-02-04,Monday,Laboral,Noche,Neutros,0,0,-0.0334817045226703
725,149-14-0304,Naypyitaw,Miembro,Mujer,Health and beauty,28.5,8,11.4,239.4,Cash,228.0,6.6,2019-02-06,Wednesday,Laboral,Tarde,Neutros,0,0,-0.011736754966868324
726,442-44-6497,Naypyitaw,Miembro,Hombre,Home and lifestyle,55.57,3,8.3355,175.0455,Credit card,166.71,5.9,2019-01-08,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.029359960613689506
727,174-64-0215,Mandalay,Normal,Hombre,Sports and travel,69.74,10,34.87,732.27,Credit card,697.4,8.9,2019-03-05,Tuesday,Laboral,Tarde,Promotores,100,0,-0.010421436961862152
728,210-74-9613,Naypyitaw,Normal,Hombre,Fashion accessories,97.26,4,19.452,408.49199999999996,Ewallet,389.04,6.8,2019-03-16,Saturday,Laboral,Tarde,Neutros,0,0,-0.033626005254590696
729,299-29-0180,Mandalay,Miembro,Mujer,Home and lifestyle,52.18,7,18.262999999999998,383.523,Cash,365.26,9.3,2019-03-09,Saturday,Laboral,Mañana,Promotores,100,0,-0.03163434568462864
730,247-11-2470,Yangon,Miembro,Mujer,Fashion accessories,22.32,4,4.4639999999999995,93.744,Credit card,89.28,4.4,2019-03-01,Friday,Laboral,Tarde,Detractores,-100,0,-0.03164208430650406
731,635-28-5728,Yangon,Normal,Hombre,Health and beauty,56.0,3,8.4,176.4,Ewallet,168.0,4.8,2019-02-28,Thursday,Laboral,Noche,Detractores,-100,0,-0.016341809837849386
732,756-49-0168,Yangon,Miembro,Hombre,Fashion accessories,19.7,1,0.985,20.685,Ewallet,19.7,9.5,2019-02-08,Friday,Laboral,Mañana,Promotores,100,0,-0.023734077268094844
733,438-23-1242,Mandalay,Normal,Hombre,Electronic accessories,75.88,7,26.558000000000003,557.7180000000001,Ewallet,531.16,8.9,2019-01-24,Thursday,Laboral,Mañana,Promotores,100,0,-0.01952257330637175
734,238-45-6950,Mandalay,Miembro,Hombre,Food and beverages,53.72,1,2.6860000000000004,56.406000000000006,Ewallet,53.72,6.4,2019-03-01,Friday,Laboral,Noche,Detractores,-100,0,-0.032985227002727435
735,607-65-2441,Naypyitaw,Miembro,Hombre,Health and beauty,81.95,10,40.975,860.475,Credit card,819.5,6.0,2019-03-10,Sunday,Festivo,Mañana,Detractores,-100,1,0.009263632340896
736,386-27-7606,Naypyitaw,Miembro,Mujer,Home and lifestyle,81.2,7,28.42,596.82,Credit card,568.4,8.1,2019-03-23,Saturday,Laboral,Tarde,Neutros,0,0,-0.02200583497553732
737,137-63-5492,Naypyitaw,Normal,Hombre,Electronic accessories,58.76,10,29.38,616.98,Ewallet,587.6,9.0,2019-01-29,Tuesday,Laboral,Tarde,Promotores,100,0,-0.00599242793208643
738,197-77-7132,Mandalay,Miembro,Hombre,Electronic accessories,91.56,8,36.624,769.1039999999999,Ewallet,732.48,6.0,2019-01-12,Saturday,Laboral,Noche,Detractores,-100,0,-0.008953634147996659
739,805-86-0265,Yangon,Normal,Hombre,Home and lifestyle,93.96,9,42.282,887.922,Cash,845.64,9.8,2019-03-20,Wednesday,Laboral,Mañana,Promotores,100,0,-0.006226729879572401
740,733-29-1227,Naypyitaw,Normal,Hombre,Home and lifestyle,55.61,7,19.4635,408.7335,Cash,389.27,8.5,2019-03-23,Saturday,Laboral,Mañana,Promotores,100,0,-0.028268464283056627
741,451-73-2711,Naypyitaw,Normal,Hombre,Food and beverages,84.83,1,4.2415,89.0715,Ewallet,84.83,8.8,2019-01-14,Monday,Laboral,Tarde,Promotores,100,0,-0.017402373432262586
742,373-14-0504,Yangon,Miembro,Mujer,Sports and travel,71.63,2,7.162999999999999,150.423,Ewallet,143.26,8.8,2019-02-12,Tuesday,Festivo,Tarde,Promotores,100,0,-0.026414709844141515
743,546-80-2899,Yangon,Miembro,Hombre,Home and lifestyle,37.69,2,3.7689999999999997,79.149,Ewallet,75.38,9.5,2019-02-20,Wednesday,Laboral,Tarde,Promotores,100,0,-0.03896469237820244
744,345-68-9016,Naypyitaw,Miembro,Mujer,Sports and travel,31.67,8,12.668,266.028,Credit card,253.36,5.6,2019-01-02,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.027412501210157147
745,390-17-5806,Naypyitaw,Miembro,Mujer,Food and beverages,38.42,1,1.921,40.341,Cash,38.42,8.6,2019-02-02,Saturday,Laboral,Tarde,Promotores,100,0,-0.004791843281835906
746,457-13-1708,Mandalay,Miembro,Hombre,Fashion accessories,65.23,10,32.615,684.915,Credit card,652.3,5.2,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.004526014948843637
747,664-14-2882,Naypyitaw,Miembro,Mujer,Home and lifestyle,10.53,5,2.6325,55.2825,Credit card,52.65,5.8,2019-01-30,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.012393590171171476
748,487-79-6868,Mandalay,Miembro,Mujer,Home and lifestyle,12.29,9,5.5305,116.1405,Credit card,110.61,8.0,2019-03-26,Tuesday,Laboral,Noche,Neutros,0,0,-0.02054781329159039
749,314-23-4520,Naypyitaw,Miembro,Hombre,Health and beauty,81.23,7,28.4305,597.0405,Cash,568.61,9.0,2019-01-15,Tuesday,Laboral,Noche,Promotores,100,0,-0.01595714032557083
750,210-30-7976,Mandalay,Miembro,Mujer,Fashion accessories,22.32,4,4.4639999999999995,93.744,Ewallet,89.28,4.1,2019-03-14,Thursday,Laboral,Mañana,Detractores,-100,0,-0.010257624161508883
751,585-86-8361,Yangon,Normal,Mujer,Food and beverages,27.28,5,6.82,143.22,Credit card,136.4,8.6,2019-02-03,Sunday,Festivo,Mañana,Promotores,100,0,-0.039419882232262116
752,807-14-7833,Yangon,Miembro,Mujer,Electronic accessories,17.42,10,8.71,182.91,Ewallet,174.2,7.0,2019-02-22,Friday,Laboral,Mañana,Neutros,0,0,-0.039936382948029925
753,775-72-1988,Mandalay,Normal,Hombre,Home and lifestyle,73.28,5,18.32,384.72,Ewallet,366.4,8.4,2019-01-24,Thursday,Laboral,Tarde,Neutros,0,0,-0.03321130753216717
754,288-38-3758,Naypyitaw,Miembro,Mujer,Fashion accessories,84.87,3,12.7305,267.3405,Ewallet,254.61,7.4,2019-01-25,Friday,Laboral,Noche,Neutros,0,0,-0.020894749427418313
755,652-43-6591,Yangon,Normal,Mujer,Fashion accessories,97.29,8,38.916,817.2360000000001,Credit card,778.32,6.2,2019-03-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.024810155922662336
756,785-96-0615,Mandalay,Miembro,Mujer,Electronic accessories,35.74,8,14.296,300.216,Ewallet,285.92,4.9,2019-02-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.0155194110222171
757,406-46-7107,Yangon,Normal,Mujer,Home and lifestyle,96.52,6,28.956,608.076,Cash,579.12,4.5,2019-01-11,Friday,Laboral,Mañana,Detractores,-100,0,-0.02356982716807343
758,250-17-5703,Yangon,Miembro,Hombre,Food and beverages,18.85,10,9.425,197.925,Ewallet,188.5,5.6,2019-02-27,Wednesday,Laboral,Noche,Detractores,-100,0,-0.02552388709156561
759,156-95-3964,Yangon,Normal,Mujer,Food and beverages,55.39,4,11.078,232.638,Ewallet,221.56,8.0,2019-03-25,Monday,Laboral,Tarde,Neutros,0,0,-0.04167421447167763
760,842-40-8179,Mandalay,Miembro,Mujer,Food and beverages,77.2,10,38.6,810.6,Credit card,772.0,5.6,2019-02-11,Monday,Laboral,Mañana,Detractores,-100,1,0.007707292844743141
761,525-09-8450,Mandalay,Normal,Hombre,Electronic accessories,72.13,10,36.065,757.365,Credit card,721.3,4.2,2019-01-31,Thursday,Laboral,Tarde,Detractores,-100,1,0.0017632574367596465
762,410-67-1709,Yangon,Miembro,Mujer,Fashion accessories,63.88,8,25.552,536.592,Ewallet,511.04,9.9,2019-01-20,Sunday,Festivo,Tarde,Promotores,100,0,-0.016365759122712098
763,587-73-4862,Yangon,Miembro,Mujer,Health and beauty,10.69,5,2.6725,56.1225,Ewallet,53.45,7.6,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.024043976433824943
764,787-87-2010,Yangon,Miembro,Hombre,Health and beauty,55.5,4,11.1,233.1,Credit card,222.0,6.6,2019-01-20,Sunday,Festivo,Tarde,Neutros,0,0,-0.02925908349060835
765,593-14-4239,Mandalay,Normal,Mujer,Home and lifestyle,95.46,8,38.184,801.8639999999999,Ewallet,763.68,4.7,2019-03-05,Tuesday,Laboral,Noche,Detractores,-100,0,-0.00954861116635175
766,801-88-0346,Naypyitaw,Normal,Mujer,Fashion accessories,76.06,3,11.409,239.58900000000003,Credit card,228.18,9.8,2019-01-05,Saturday,Laboral,Noche,Promotores,100,0,-0.028063946051281152
767,388-76-2555,Mandalay,Normal,Hombre,Sports and travel,13.69,6,4.107,86.24700000000001,Cash,82.14,6.3,2019-02-13,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.024105569043332276
768,711-31-1234,Mandalay,Normal,Mujer,Electronic accessories,95.64,4,19.128,401.68800000000005,Cash,382.56,7.9,2019-03-16,Saturday,Laboral,Noche,Neutros,0,0,-0.020135025309421017
769,886-54-6089,Yangon,Normal,Mujer,Home and lifestyle,11.43,6,3.429,72.009,Cash,68.58,7.7,2019-01-15,Tuesday,Laboral,Tarde,Neutros,0,0,-0.01753317504767793
770,707-32-7409,Mandalay,Miembro,Mujer,Sports and travel,95.54,4,19.108,401.26800000000003,Ewallet,382.16,4.5,2019-02-26,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.01571530774353591
771,759-98-4285,Naypyitaw,Miembro,Mujer,Health and beauty,85.87,7,30.0545,631.1445,Credit card,601.09,8.0,2019-02-27,Wednesday,Laboral,Noche,Neutros,0,0,-0.013584778176829237
772,201-63-8275,Naypyitaw,Miembro,Mujer,Sports and travel,67.99,7,23.7965,499.7265,Ewallet,475.93,5.7,2019-02-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.028841337116693677
773,471-06-8611,Naypyitaw,Normal,Mujer,Food and beverages,52.42,1,2.6210000000000004,55.041000000000004,Credit card,52.42,6.3,2019-02-06,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.02183114054682589
774,200-16-5952,Naypyitaw,Miembro,Hombre,Food and beverages,65.65,2,6.565,137.865,Cash,131.3,6.0,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.017044936031571645
775,120-54-2248,Mandalay,Normal,Mujer,Food and beverages,28.86,5,7.215,151.515,Credit card,144.3,8.0,2019-01-22,Tuesday,Laboral,Noche,Neutros,0,0,-0.040650433413452536
776,102-77-2261,Naypyitaw,Miembro,Hombre,Health and beauty,65.31,7,22.8585,480.0285,Credit card,457.17,4.2,2019-03-05,Tuesday,Laboral,Noche,Detractores,-100,0,-0.018286061491568084
777,875-31-8302,Mandalay,Normal,Hombre,Sports and travel,93.38,1,4.669,98.04899999999999,Cash,93.38,9.6,2019-01-03,Thursday,Laboral,Mañana,Promotores,100,0,-0.0025524060581937347
778,102-06-2002,Naypyitaw,Miembro,Hombre,Sports and travel,25.25,5,6.3125,132.5625,Cash,126.25,6.1,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.010475617731475317
779,457-94-0464,Mandalay,Miembro,Hombre,Electronic accessories,87.87,9,39.5415,830.3715,Ewallet,790.83,5.6,2019-01-31,Thursday,Laboral,Noche,Detractores,-100,0,-1.1059744767116797e-05
780,629-42-4133,Naypyitaw,Normal,Hombre,Health and beauty,21.8,8,8.72,183.12,Cash,174.4,8.3,2019-02-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.02156499980895843
781,534-53-3526,Yangon,Normal,Mujer,Sports and travel,94.76,4,18.952,397.99199999999996,Ewallet,379.04,7.8,2019-02-11,Monday,Laboral,Tarde,Neutros,0,0,-0.03056892733022032
782,307-04-2070,Yangon,Miembro,Mujer,Fashion accessories,30.62,1,1.531,32.150999999999996,Credit card,30.62,4.1,2019-02-05,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.019501597589944963
783,468-99-7231,Naypyitaw,Normal,Mujer,Home and lifestyle,44.01,8,17.604,369.684,Cash,352.08,8.8,2019-03-03,Sunday,Festivo,Tarde,Promotores,100,0,-0.027978911060578482
784,516-77-6464,Naypyitaw,Miembro,Mujer,Health and beauty,10.16,5,2.54,53.34,Ewallet,50.8,4.1,2019-02-24,Sunday,Festivo,Mañana,Detractores,-100,1,0.008392328344388078
785,404-91-5964,Yangon,Normal,Hombre,Electronic accessories,74.58,7,26.103,548.163,Credit card,522.06,9.0,2019-02-04,Monday,Laboral,Tarde,Promotores,100,0,-0.02259243664136623
786,886-77-9084,Naypyitaw,Normal,Hombre,Electronic accessories,71.89,8,28.756,603.876,Ewallet,575.12,5.5,2019-02-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.01569684093936574
787,790-38-4466,Naypyitaw,Normal,Mujer,Health and beauty,10.99,5,2.7475,57.6975,Credit card,54.95,9.3,2019-01-23,Wednesday,Laboral,Mañana,Promotores,100,0,-0.01678766664761966
788,704-10-4056,Naypyitaw,Miembro,Hombre,Health and beauty,60.47,3,9.0705,190.4805,Credit card,181.41,5.6,2019-01-14,Monday,Laboral,Mañana,Detractores,-100,0,-0.021576983932798832
789,497-37-6538,Yangon,Normal,Hombre,Sports and travel,58.91,7,20.6185,432.9885,Ewallet,412.37,9.7,2019-01-17,Thursday,Laboral,Tarde,Promotores,100,0,-0.016478204573938338
790,651-96-5970,Yangon,Normal,Hombre,Fashion accessories,46.41,1,2.3205,48.7305,Credit card,46.41,4.0,2019-03-03,Sunday,Festivo,Noche,Detractores,-100,0,-0.009273842210815064
791,400-80-4065,Naypyitaw,Miembro,Hombre,Health and beauty,68.55,4,13.71,287.91,Credit card,274.2,9.2,2019-02-15,Friday,Laboral,Noche,Promotores,100,0,-0.019590960325529427
792,744-16-7898,Mandalay,Normal,Mujer,Home and lifestyle,97.37,10,48.685,1022.385,Credit card,973.7,4.9,2019-01-15,Tuesday,Laboral,Mañana,Detractores,-100,1,0.0039629581104282385
793,263-12-5321,Yangon,Miembro,Hombre,Electronic accessories,92.6,7,32.41,680.61,Credit card,648.2,9.3,2019-02-27,Wednesday,Laboral,Mañana,Promotores,100,0,-0.01652561255158813
794,702-72-0487,Yangon,Normal,Mujer,Electronic accessories,46.61,2,4.6610000000000005,97.881,Credit card,93.22,6.6,2019-02-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.02597642440353176
795,605-83-1050,Mandalay,Normal,Hombre,Fashion accessories,27.18,2,2.718,57.078,Ewallet,54.36,4.3,2019-03-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.030686617588046028
796,443-60-9639,Naypyitaw,Miembro,Mujer,Home and lifestyle,60.87,1,3.0435,63.9135,Cash,60.87,5.5,2019-01-24,Thursday,Laboral,Mañana,Detractores,-100,0,-0.025738217435484323
797,864-24-7918,Yangon,Miembro,Mujer,Sports and travel,24.49,10,12.245,257.145,Cash,244.9,8.1,2019-02-22,Friday,Laboral,Tarde,Neutros,0,0,-0.03489116207557774
798,359-94-5395,Mandalay,Normal,Hombre,Health and beauty,92.78,1,4.638999999999999,97.419,Credit card,92.78,9.8,2019-03-15,Friday,Laboral,Mañana,Promotores,100,0,-0.008524962774384526
799,401-09-4232,Naypyitaw,Miembro,Hombre,Home and lifestyle,86.69,5,21.6725,455.1225,Ewallet,433.45,9.4,2019-02-11,Monday,Laboral,Noche,Promotores,100,0,-0.01742134974879772
800,751-15-6198,Mandalay,Normal,Hombre,Sports and travel,23.01,6,6.903,144.963,Ewallet,138.06,7.9,2019-01-12,Saturday,Laboral,Tarde,Neutros,0,0,-0.03432395698339885
801,324-41-6833,Naypyitaw,Miembro,Mujer,Electronic accessories,30.2,8,12.08,253.68,Ewallet,241.6,5.1,2019-03-03,Sunday,Festivo,Noche,Detractores,-100,0,-0.03162231815617922
802,474-33-8305,Naypyitaw,Miembro,Hombre,Fashion accessories,67.39,7,23.5865,495.3165,Ewallet,471.73,6.9,2019-03-23,Saturday,Laboral,Mañana,Neutros,0,0,-0.03488584652741322
803,759-29-9521,Yangon,Miembro,Mujer,Fashion accessories,48.96,9,22.031999999999996,462.67199999999997,Cash,440.64,8.0,2019-03-04,Monday,Laboral,Mañana,Neutros,0,0,-0.03257179705459867
804,831-81-6575,Mandalay,Miembro,Mujer,Electronic accessories,75.59,9,34.0155,714.3255,Cash,680.31,8.0,2019-02-23,Saturday,Laboral,Mañana,Neutros,0,0,-0.014072184860479009
805,220-68-6701,Yangon,Normal,Mujer,Home and lifestyle,77.47,4,15.494000000000002,325.374,Cash,309.88,4.2,2019-03-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.027186458197217322
806,618-34-8551,Yangon,Normal,Mujer,Sports and travel,93.18,2,9.318,195.678,Credit card,186.36,8.5,2019-01-16,Wednesday,Laboral,Noche,Promotores,100,0,-0.026294415995635867
807,257-60-7754,Yangon,Normal,Mujer,Electronic accessories,50.23,4,10.046,210.96599999999998,Cash,200.92,9.0,2019-01-08,Tuesday,Laboral,Tarde,Promotores,100,0,-0.02833267277879814
808,559-61-5987,Mandalay,Normal,Mujer,Health and beauty,17.75,1,0.8875,18.6375,Cash,17.75,8.6,2019-01-14,Monday,Laboral,Mañana,Promotores,100,0,-0.01077964550138144
809,189-55-2313,Naypyitaw,Normal,Mujer,Fashion accessories,62.18,10,31.09,652.89,Ewallet,621.8,6.0,2019-01-31,Thursday,Laboral,Mañana,Detractores,-100,0,-0.025529447299841634
