,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score,Cluster
377,607-65-2441,Naypyitaw,Miembro,Hombre,Health and beauty,81.95,10,40.975,860.475,Credit card,819.5,6.0,2019-03-10,Sunday,Festivo,Mañana,Detractores,-100,1,0.009263632340896,Cluster 0
378,102-77-2261,Naypyitaw,Miembro,Hombre,Health and beauty,65.31,7,22.8585,480.0285,Credit card,457.17,4.2,2019-03-05,Tuesday,Laboral,Noche,Detractores,-100,0,-0.018286061491568084,Cluster 2
379,667-92-0055,Yangon,Miembro,Hombre,Health and beauty,99.83,6,29.949,628.929,Ewallet,598.98,8.5,2019-03-04,Monday,Laboral,Tarde,Promotores,100,0,-0.012630359023146244,Cluster 1
380,584-66-4073,Naypyitaw,Normal,Hombre,Fashion accessories,56.5,1,2.825,59.325,Ewallet,56.5,9.6,2019-03-13,Wednesday,Laboral,Tarde,Promotores,100,0,-0.00810798700158899,Cluster 1
381,746-04-1077,Mandalay,Miembro,Mujer,Food and beverages,84.63,10,42.315,888.615,Credit card,846.3,9.0,2019-01-01,Tuesday,Laboral,Mañana,Promotores,100,0,-2.355898754891061e-05,Cluster 0
382,678-79-0726,Naypyitaw,Miembro,Mujer,Sports and travel,90.63,9,40.7835,856.4535,Cash,815.67,5.1,2019-01-18,Friday,Laboral,Tarde,Detractores,-100,0,-0.017205160510201156,Cluster 1
383,866-99-7614,Naypyitaw,Normal,Hombre,Food and beverages,89.2,10,44.6,936.6,Credit card,892.0,4.4,2019-02-11,Monday,Laboral,Tarde,Detractores,-100,1,0.0038282853795001963,Cluster 1
384,894-41-5205,Naypyitaw,Normal,Mujer,Food and beverages,43.18,8,17.272000000000002,362.712,Credit card,345.44,8.3,2019-01-19,Saturday,Laboral,Noche,Neutros,0,0,-0.03796301518364165,Cluster 2
385,198-84-7132,Mandalay,Miembro,Hombre,Fashion accessories,40.61,9,18.2745,383.7645,Cash,365.49,7.0,2019-01-02,Wednesday,Laboral,Mañana,Neutros,0,0,-0.024968037430382672,Cluster 0
386,638-60-7125,Yangon,Normal,Mujer,Electronic accessories,99.56,8,39.824,836.304,Credit card,796.48,5.2,2019-02-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.00465660249237998,Cluster 1
387,596-42-3999,Mandalay,Normal,Hombre,Food and beverages,18.22,7,6.377000000000002,133.917,Credit card,127.54,6.6,2019-03-10,Sunday,Festivo,Tarde,Neutros,0,0,-0.026564936492074483,Cluster 1
388,189-08-9157,Naypyitaw,Normal,Mujer,Fashion accessories,31.73,9,14.2785,299.8485,Credit card,285.57,5.9,2019-01-08,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.030956456915274374,Cluster 1
389,510-09-5628,Yangon,Miembro,Mujer,Fashion accessories,19.66,10,9.83,206.43,Credit card,196.6,7.2,2019-03-15,Friday,Laboral,Noche,Neutros,0,0,-0.030794453560006537,Cluster 2
390,775-72-1988,Mandalay,Normal,Hombre,Home and lifestyle,73.28,5,18.32,384.72,Ewallet,366.4,8.4,2019-01-24,Thursday,Laboral,Tarde,Neutros,0,0,-0.03321130753216717,Cluster 1
391,870-72-4431,Naypyitaw,Normal,Mujer,Health and beauty,99.19,6,29.757,624.8969999999998,Credit card,595.14,5.5,2019-01-21,Monday,Laboral,Tarde,Detractores,-100,0,-0.008700766977067786,Cluster 1
392,200-16-5952,Naypyitaw,Miembro,Hombre,Food and beverages,65.65,2,6.565,137.865,Cash,131.3,6.0,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.017044936031571645,Cluster 1
393,521-18-7827,Naypyitaw,Miembro,Hombre,Home and lifestyle,39.39,5,9.8475,206.7975,Credit card,196.95,8.7,2019-01-22,Tuesday,Laboral,Noche,Promotores,100,0,-0.03016810889291799,Cluster 2
394,831-81-6575,Mandalay,Miembro,Mujer,Electronic accessories,75.59,9,34.0155,714.3255,Cash,680.31,8.0,2019-02-23,Saturday,Laboral,Mañana,Neutros,0,0,-0.014072184860479007,Cluster 0
395,660-29-7083,Naypyitaw,Normal,Hombre,Electronic accessories,55.87,10,27.935,586.635,Cash,558.7,5.8,2019-01-15,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.02290136804440757,Cluster 1
396,262-47-2794,Mandalay,Miembro,Hombre,Home and lifestyle,71.86,8,28.744,603.624,Credit card,574.88,6.2,2019-03-06,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.0201776041424282,Cluster 1
397,286-43-6208,Naypyitaw,Normal,Mujer,Food and beverages,87.8,9,39.51,829.71,Cash,790.2,9.2,2019-03-16,Saturday,Laboral,Noche,Promotores,100,0,-0.0066202702712871994,Cluster 2
398,273-16-6619,Mandalay,Normal,Hombre,Home and lifestyle,33.2,2,3.32,69.72,Credit card,66.4,4.4,2019-03-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.02600736818245553,Cluster 0
399,434-83-9547,Naypyitaw,Miembro,Hombre,Food and beverages,38.47,8,15.388,323.148,Cash,307.76,7.7,2019-01-23,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03308401137537098,Cluster 0
400,325-77-6186,Yangon,Miembro,Mujer,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,906.5,7.3,2019-03-08,Friday,Laboral,Mañana,Neutros,0,0,-0.021894510739627667,Cluster 0
401,827-26-2100,Yangon,Miembro,Hombre,Home and lifestyle,33.84,9,15.228,319.788,Ewallet,304.56,8.8,2019-03-21,Thursday,Laboral,Tarde,Promotores,100,0,-0.03337010636677895,Cluster 1
402,438-23-1242,Mandalay,Normal,Hombre,Electronic accessories,75.88,7,26.558000000000003,557.7180000000002,Ewallet,531.16,8.9,2019-01-24,Thursday,Laboral,Mañana,Promotores,100,0,-0.01952257330637175,Cluster 0
403,219-22-9386,Mandalay,Miembro,Hombre,Sports and travel,99.96,9,44.982,944.622,Credit card,899.64,4.2,2019-03-09,Saturday,Laboral,Tarde,Detractores,-100,0,-0.003946610612833522,Cluster 1
404,748-45-2862,Yangon,Miembro,Mujer,Home and lifestyle,28.31,4,5.662000000000001,118.902,Cash,113.24,8.2,2019-03-07,Thursday,Laboral,Noche,Neutros,0,0,-0.01093633871543831,Cluster 2
405,503-21-4385,Mandalay,Miembro,Hombre,Health and beauty,39.91,3,5.9865,125.7165,Ewallet,119.73,9.3,2019-02-21,Thursday,Laboral,Mañana,Promotores,100,0,-0.020545912082133855,Cluster 0
406,139-32-4183,Yangon,Miembro,Mujer,Sports and travel,97.48,9,43.86600000000001,921.186,Ewallet,877.32,7.4,2019-03-14,Thursday,Laboral,Tarde,Neutros,0,1,0.006140525692406307,Cluster 1
407,125-45-2293,Yangon,Normal,Mujer,Fashion accessories,99.1,6,29.73,624.33,Cash,594.6,4.2,2019-01-19,Saturday,Laboral,Mañana,Detractores,-100,0,-0.015881777267385155,Cluster 0
408,533-66-5566,Mandalay,Normal,Mujer,Home and lifestyle,51.07,7,17.8745,375.3645,Cash,357.49,7.0,2019-01-12,Saturday,Laboral,Mañana,Neutros,0,0,-0.04196258519855378,Cluster 0
409,142-63-6033,Mandalay,Normal,Hombre,Home and lifestyle,92.36,5,23.09,484.89,Ewallet,461.8,4.9,2019-03-20,Wednesday,Laboral,Noche,Detractores,-100,0,-0.016525737270619678,Cluster 2
410,838-78-4295,Naypyitaw,Normal,Mujer,Health and beauty,33.47,2,3.347,70.28699999999999,Ewallet,66.94,6.7,2019-02-10,Sunday,Festivo,Tarde,Neutros,0,0,-0.008277314073227515,Cluster 1
411,390-31-6381,Naypyitaw,Normal,Hombre,Food and beverages,27.22,3,4.083,85.743,Cash,81.66,7.3,2019-01-07,Monday,Laboral,Mañana,Neutros,0,0,-0.02226167651358057,Cluster 0
412,565-17-3836,Yangon,Miembro,Mujer,Health and beauty,47.67,4,9.534,200.21400000000003,Cash,190.68,9.1,2019-03-12,Tuesday,Laboral,Tarde,Promotores,100,0,-0.019138535031003382,Cluster 1
413,284-34-9626,Mandalay,Normal,Mujer,Home and lifestyle,77.04,3,11.556,242.676,Credit card,231.12,7.2,2019-02-11,Monday,Laboral,Mañana,Neutros,0,0,-0.031046473524888762,Cluster 0
414,360-39-5055,Naypyitaw,Miembro,Hombre,Sports and travel,48.91,5,12.2275,256.7775,Cash,244.55,6.6,2019-03-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.03776138392890915,Cluster 0
415,142-72-4741,Naypyitaw,Miembro,Hombre,Fashion accessories,93.2,2,9.32,195.72,Credit card,186.4,6.0,2019-02-28,Thursday,Laboral,Noche,Detractores,-100,0,-0.0083580627507438,Cluster 2
416,742-04-5161,Yangon,Miembro,Hombre,Home and lifestyle,72.78,10,36.39,764.19,Cash,727.8,7.3,2019-02-03,Sunday,Festivo,Tarde,Neutros,0,0,-0.014946107697079047,Cluster 1
417,541-48-8554,Yangon,Normal,Hombre,Sports and travel,60.95,9,27.4275,575.9775,Credit card,548.55,6.0,2019-01-07,Monday,Laboral,Mañana,Detractores,-100,0,-0.0273087624966033,Cluster 0
418,782-95-9291,Yangon,Miembro,Hombre,Food and beverages,92.29,5,23.0725,484.5225,Credit card,461.45,9.0,2019-02-20,Wednesday,Laboral,Tarde,Promotores,100,0,-0.025724040022993888,Cluster 1
419,634-97-8956,Yangon,Normal,Hombre,Food and beverages,32.9,3,4.935,103.635,Credit card,98.7,9.1,2019-02-17,Sunday,Festivo,Tarde,Promotores,100,0,-0.031179729033712026,Cluster 1
420,291-55-6563,Yangon,Miembro,Mujer,Home and lifestyle,34.42,6,10.326,216.846,Ewallet,206.52,7.5,2019-03-30,Saturday,Laboral,Mañana,Neutros,0,0,-0.03948995323756188,Cluster 0
421,632-90-0281,Naypyitaw,Normal,Mujer,Fashion accessories,37.55,10,18.775,394.275,Credit card,375.5,9.3,2019-03-08,Friday,Laboral,Noche,Promotores,100,0,-0.017813333106099342,Cluster 2
422,497-36-0989,Yangon,Normal,Hombre,Fashion accessories,51.94,3,7.791,163.611,Cash,155.82,7.9,2019-02-15,Friday,Laboral,Tarde,Neutros,0,0,-0.04007167268625322,Cluster 1
423,595-94-9924,Yangon,Miembro,Mujer,Health and beauty,27.73,5,6.9325,145.5825,Credit card,138.65,4.2,2019-03-26,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02156118440129351,Cluster 2
424,189-98-2939,Naypyitaw,Normal,Hombre,Fashion accessories,78.55,9,35.3475,742.2975,Cash,706.95,7.2,2019-03-01,Friday,Laboral,Mañana,Neutros,0,0,-0.030016980627867507,Cluster 0
425,466-61-5506,Mandalay,Miembro,Mujer,Electronic accessories,90.7,6,27.21,571.41,Cash,544.2,5.3,2019-02-26,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.02012916827821409,Cluster 0
426,490-29-1201,Yangon,Normal,Mujer,Sports and travel,15.34,1,0.767,16.107,Cash,15.34,6.5,2019-01-06,Sunday,Festivo,Mañana,Neutros,0,0,-0.012942337558090709,Cluster 0
427,588-47-8641,Yangon,Miembro,Hombre,Fashion accessories,56.04,10,28.02,588.42,Ewallet,560.4,4.4,2019-01-14,Monday,Laboral,Noche,Detractores,-100,0,-0.010437317736466056,Cluster 2
428,864-24-7918,Yangon,Miembro,Mujer,Sports and travel,24.49,10,12.245,257.145,Cash,244.9,8.1,2019-02-22,Friday,Laboral,Tarde,Neutros,0,0,-0.034891162075577735,Cluster 1
429,552-44-5977,Mandalay,Miembro,Hombre,Health and beauty,62.0,8,24.8,520.8,Credit card,496.0,6.2,2019-01-03,Thursday,Laboral,Noche,Detractores,-100,0,-0.01390821914650242,Cluster 2
430,384-59-6655,Yangon,Miembro,Mujer,Food and beverages,98.66,9,44.397,932.337,Cash,887.94,8.4,2019-02-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.006800134471095176,Cluster 1
431,701-23-5550,Mandalay,Miembro,Hombre,Home and lifestyle,38.81,4,7.762,163.002,Ewallet,155.24,4.9,2019-03-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.04953191960817222,Cluster 0
432,512-91-0811,Naypyitaw,Normal,Hombre,Health and beauty,89.75,1,4.4875,94.2375,Credit card,89.75,6.6,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.005268787275842235,Cluster 2
433,286-75-7818,Mandalay,Normal,Hombre,Fashion accessories,69.08,2,6.908,145.06799999999996,Credit card,138.16,6.9,2019-01-31,Thursday,Laboral,Noche,Neutros,0,0,-0.026984276159852327,Cluster 2
434,124-31-1458,Yangon,Miembro,Mujer,Electronic accessories,79.59,3,11.9385,250.7085,Cash,238.77,6.6,2019-01-08,Tuesday,Laboral,Tarde,Neutros,0,0,-0.030387567084429024,Cluster 1
435,537-72-0426,Naypyitaw,Miembro,Hombre,Fashion accessories,70.99,10,35.495,745.395,Cash,709.9,5.7,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.011863005277544691,Cluster 1
436,406-46-7107,Yangon,Normal,Mujer,Home and lifestyle,96.52,6,28.956,608.076,Cash,579.12,4.5,2019-01-11,Friday,Laboral,Mañana,Detractores,-100,0,-0.02356982716807343,Cluster 0
437,698-98-5964,Yangon,Normal,Mujer,Food and beverages,81.21,10,40.605,852.705,Credit card,812.1,6.3,2019-01-17,Thursday,Laboral,Mañana,Detractores,-100,0,-0.0009485657369759926,Cluster 0
438,530-90-9855,Yangon,Miembro,Hombre,Home and lifestyle,47.59,8,19.036,399.756,Cash,380.72,5.7,2019-01-01,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03521038981805358,Cluster 1
439,566-71-1091,Yangon,Normal,Hombre,Fashion accessories,77.02,5,19.255,404.355,Cash,385.1,5.5,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.021026476482344125,Cluster 1
440,892-05-6689,Yangon,Normal,Mujer,Home and lifestyle,28.32,5,7.08,148.68,Ewallet,141.6,6.2,2019-03-11,Monday,Laboral,Mañana,Detractores,-100,0,-0.040246278828529485,Cluster 0
441,241-11-2261,Mandalay,Normal,Mujer,Fashion accessories,79.86,7,27.951,586.971,Credit card,559.02,5.5,2019-01-10,Thursday,Laboral,Mañana,Detractores,-100,0,-0.036298870436476505,Cluster 0
442,296-11-7041,Mandalay,Miembro,Mujer,Health and beauty,27.07,1,1.3535,28.4235,Credit card,27.07,5.3,2019-01-12,Saturday,Laboral,Noche,Detractores,-100,0,-0.014464283595629013,Cluster 2
443,373-88-1424,Naypyitaw,Miembro,Hombre,Home and lifestyle,35.81,5,8.9525,188.0025,Ewallet,179.05,7.9,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.033293308860998794,Cluster 2
444,430-60-3493,Yangon,Miembro,Mujer,Home and lifestyle,94.88,7,33.208,697.368,Cash,664.16,4.2,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.01970549153165357,Cluster 1
445,797-88-0493,Yangon,Normal,Mujer,Health and beauty,64.27,4,12.854,269.934,Cash,257.08,7.7,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.02208236419731724,Cluster 0
446,338-65-2210,Naypyitaw,Miembro,Mujer,Health and beauty,68.6,10,34.3,720.3,Cash,686.0,9.1,2019-02-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.005587664367183165,Cluster 2
447,209-61-0206,Yangon,Normal,Mujer,Home and lifestyle,42.91,5,10.7275,225.2775,Ewallet,214.55,6.1,2019-01-05,Saturday,Laboral,Tarde,Detractores,-100,0,-0.04080127369012654,Cluster 1
448,420-18-8989,Yangon,Miembro,Mujer,Sports and travel,51.52,8,20.608,432.768,Cash,412.16,9.6,2019-02-02,Saturday,Laboral,Tarde,Promotores,100,0,-0.03322568192802211,Cluster 1
449,361-85-2571,Yangon,Normal,Mujer,Sports and travel,89.48,5,22.37,469.77,Cash,447.4,7.4,2019-03-30,Saturday,Laboral,Mañana,Neutros,0,0,-0.02993123598424485,Cluster 0
450,510-79-0415,Mandalay,Miembro,Mujer,Sports and travel,23.08,6,6.924,145.404,Ewallet,138.48,4.9,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,0,-0.014281028920570038,Cluster 2
451,278-97-7759,Yangon,Miembro,Mujer,Electronic accessories,62.48,1,3.124,65.604,Cash,62.48,4.7,2019-02-18,Monday,Laboral,Noche,Detractores,-100,0,-0.01645667221163649,Cluster 2
452,727-17-0390,Yangon,Normal,Mujer,Food and beverages,63.61,5,15.9025,333.9525,Ewallet,318.05,4.8,2019-03-16,Saturday,Laboral,Mañana,Detractores,-100,0,-0.035705140676518754,Cluster 0
453,132-32-9879,Mandalay,Miembro,Mujer,Electronic accessories,93.96,4,18.792,394.632,Cash,375.84,9.5,2019-03-09,Saturday,Laboral,Noche,Promotores,100,0,-0.014874867060641115,Cluster 2
454,339-38-9982,Mandalay,Miembro,Hombre,Fashion accessories,59.86,2,5.9860000000000015,125.706,Ewallet,119.72,6.7,2019-01-13,Sunday,Festivo,Tarde,Neutros,0,0,-0.03996008655971794,Cluster 1
455,790-38-4466,Naypyitaw,Normal,Mujer,Health and beauty,10.99,5,2.7475,57.6975,Credit card,54.95,9.3,2019-01-23,Wednesday,Laboral,Mañana,Promotores,100,0,-0.01678766664761966,Cluster 0
456,868-06-0466,Yangon,Miembro,Hombre,Electronic accessories,69.58,9,31.311,657.5310000000002,Credit card,626.22,7.8,2019-02-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.011988359801943904,Cluster 2
457,674-56-6360,Yangon,Normal,Hombre,Electronic accessories,95.15,1,4.7575,99.9075,Cash,95.15,6.0,2019-03-22,Friday,Laboral,Tarde,Detractores,-100,0,-0.012373120608219268,Cluster 1
458,271-77-8740,Naypyitaw,Miembro,Mujer,Sports and travel,29.22,6,8.766,184.086,Ewallet,175.32,5.0,2019-01-01,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.01990914059558901,Cluster 0
459,174-75-0888,Mandalay,Normal,Hombre,Electronic accessories,21.58,9,9.711,203.931,Cash,194.22,7.3,2019-03-14,Thursday,Laboral,Mañana,Neutros,0,0,-0.03405488179594607,Cluster 0
460,636-17-0325,Mandalay,Normal,Hombre,Health and beauty,62.57,4,12.514,262.79400000000004,Cash,250.28,9.5,2019-02-25,Monday,Laboral,Noche,Promotores,100,0,-0.018821202941797788,Cluster 2
461,641-62-7288,Mandalay,Normal,Hombre,Home and lifestyle,99.92,6,29.976,629.496,Ewallet,599.52,7.1,2019-03-24,Sunday,Festivo,Mañana,Neutros,0,0,-0.010662911268135232,Cluster 0
462,649-29-6775,Mandalay,Normal,Hombre,Fashion accessories,33.52,1,1.676,35.196,Cash,33.52,6.7,2019-02-08,Friday,Laboral,Tarde,Neutros,0,0,-0.03170467023302481,Cluster 1
463,471-41-2823,Naypyitaw,Normal,Hombre,Food and beverages,99.79,2,9.979,209.55900000000003,Ewallet,199.58,8.0,2019-03-07,Thursday,Laboral,Noche,Neutros,0,0,-0.024441731186365608,Cluster 2
464,144-51-6085,Yangon,Miembro,Hombre,Home and lifestyle,70.74,4,14.148,297.108,Credit card,282.96,4.4,2019-01-05,Saturday,Laboral,Tarde,Detractores,-100,0,-0.03229458544082964,Cluster 1
465,199-75-8169,Yangon,Miembro,Hombre,Sports and travel,15.81,10,7.905,166.005,Credit card,158.1,8.6,2019-03-06,Wednesday,Laboral,Mañana,Promotores,100,0,-0.02397255130696485,Cluster 0
466,690-01-6631,Mandalay,Normal,Hombre,Fashion accessories,17.49,10,8.745,183.645,Ewallet,174.9,6.6,2019-02-22,Friday,Laboral,Noche,Neutros,0,0,-0.02929715685739953,Cluster 2
467,399-69-4630,Naypyitaw,Normal,Hombre,Electronic accessories,22.21,6,6.6629999999999985,139.923,Credit card,133.26,8.6,2019-03-07,Thursday,Laboral,Mañana,Promotores,100,0,-0.015575773618421218,Cluster 0
468,531-56-4728,Yangon,Normal,Hombre,Home and lifestyle,80.08,3,12.012,252.252,Cash,240.24,5.4,2019-02-11,Monday,Laboral,Tarde,Detractores,-100,0,-0.032615430159352754,Cluster 1
469,595-11-5460,Yangon,Normal,Hombre,Health and beauty,96.58,2,9.658,202.818,Credit card,193.16,5.1,2019-03-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.016645758729618487,Cluster 0
470,647-50-1224,Yangon,Normal,Mujer,Fashion accessories,29.42,10,14.71,308.91,Ewallet,294.2,8.9,2019-01-12,Saturday,Laboral,Tarde,Promotores,100,0,-0.0261374832659782,Cluster 1
471,843-73-4724,Yangon,Normal,Hombre,Fashion accessories,74.1,1,3.705,77.805,Cash,74.1,9.2,2019-01-25,Friday,Laboral,Mañana,Promotores,100,0,-0.025652917208689674,Cluster 0
472,840-19-2096,Naypyitaw,Miembro,Hombre,Electronic accessories,87.91,5,21.9775,461.5275,Ewallet,439.55,4.4,2019-03-14,Thursday,Laboral,Noche,Detractores,-100,0,-0.01316993105420583,Cluster 2
473,642-32-2990,Yangon,Normal,Mujer,Food and beverages,10.96,10,5.48,115.08,Ewallet,109.6,6.0,2019-02-02,Saturday,Laboral,Noche,Detractores,-100,0,-0.023522525537445715,Cluster 2
474,299-46-1805,Mandalay,Miembro,Mujer,Sports and travel,93.72,6,28.116,590.436,Cash,562.32,4.5,2019-01-15,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.02836611709148029,Cluster 1
475,308-81-0538,Yangon,Normal,Mujer,Fashion accessories,73.05,4,14.61,306.81,Credit card,292.2,4.9,2019-02-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.03017534121706167,Cluster 1
476,354-25-5821,Mandalay,Miembro,Mujer,Sports and travel,69.12,6,20.736,435.456,Cash,414.72,5.6,2019-02-08,Friday,Laboral,Mañana,Detractores,-100,0,-0.048436927393698585,Cluster 0
477,133-77-3154,Mandalay,Miembro,Hombre,Fashion accessories,60.18,4,12.036,252.756,Credit card,240.72,9.4,2019-02-16,Saturday,Laboral,Noche,Promotores,100,0,-0.039442015034728765,Cluster 2
478,247-11-2470,Yangon,Miembro,Mujer,Fashion accessories,22.32,4,4.464,93.744,Credit card,89.28,4.4,2019-03-01,Friday,Laboral,Tarde,Detractores,-100,0,-0.03164208430650406,Cluster 1
479,650-98-6268,Mandalay,Miembro,Mujer,Food and beverages,20.87,3,3.1305,65.7405,Credit card,62.61,8.0,2019-03-20,Wednesday,Laboral,Mañana,Neutros,0,0,-0.030167233268010962,Cluster 0
480,414-12-7047,Mandalay,Normal,Hombre,Food and beverages,19.79,8,7.916,166.236,Ewallet,158.32,8.7,2019-01-18,Friday,Laboral,Mañana,Promotores,100,0,-0.042468748536577006,Cluster 0
481,821-14-9046,Mandalay,Miembro,Mujer,Fashion accessories,17.48,6,5.244,110.124,Credit card,104.88,6.1,2019-01-18,Friday,Laboral,Tarde,Detractores,-100,0,-0.03067538214709542,Cluster 1
482,131-15-8856,Naypyitaw,Miembro,Mujer,Food and beverages,72.52,8,29.008000000000006,609.168,Credit card,580.16,4.0,2019-03-30,Saturday,Laboral,Noche,Detractores,-100,0,-0.013366714776606227,Cluster 2
483,788-07-8452,Naypyitaw,Miembro,Mujer,Home and lifestyle,24.24,7,8.484,178.16400000000004,Ewallet,169.68,9.4,2019-01-27,Sunday,Festivo,Tarde,Promotores,100,0,-0.029547294972476656,Cluster 1
484,767-54-1907,Mandalay,Miembro,Mujer,Fashion accessories,29.56,5,7.39,155.19,Cash,147.8,6.9,2019-02-13,Wednesday,Laboral,Tarde,Neutros,0,0,-0.037687039849340735,Cluster 1
485,238-45-6950,Mandalay,Miembro,Hombre,Food and beverages,53.72,1,2.6860000000000004,56.40600000000001,Ewallet,53.72,6.4,2019-03-01,Friday,Laboral,Noche,Detractores,-100,0,-0.032985227002727435,Cluster 2
486,152-08-9985,Mandalay,Miembro,Hombre,Health and beauty,64.36,9,28.962,608.202,Credit card,579.24,8.6,2019-03-12,Tuesday,Laboral,Mañana,Promotores,100,0,-0.013107262079694705,Cluster 0
487,624-01-8356,Mandalay,Normal,Mujer,Home and lifestyle,49.01,10,24.505,514.605,Credit card,490.1,4.2,2019-01-27,Sunday,Festivo,Mañana,Detractores,-100,0,-0.01309391086672318,Cluster 0
488,181-94-6432,Naypyitaw,Miembro,Hombre,Fashion accessories,69.33,2,6.933,145.593,Ewallet,138.66,9.7,2019-02-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.016085659405051026,Cluster 2
489,795-49-7276,Yangon,Normal,Hombre,Fashion accessories,37.15,4,7.43,156.03,Ewallet,148.6,8.3,2019-03-23,Saturday,Laboral,Noche,Neutros,0,0,-0.045750474332906736,Cluster 2
490,134-75-2619,Yangon,Miembro,Hombre,Electronic accessories,19.32,7,6.7620000000000005,142.002,Cash,135.24,6.9,2019-03-25,Monday,Laboral,Noche,Neutros,0,0,-0.02223532437511322,Cluster 2
491,707-32-7409,Mandalay,Miembro,Mujer,Sports and travel,95.54,4,19.108,401.268,Ewallet,382.16,4.5,2019-02-26,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.015715307743535908,Cluster 0
492,435-13-4908,Yangon,Miembro,Hombre,Fashion accessories,86.68,8,34.672,728.112,Credit card,693.44,7.2,2019-01-24,Thursday,Laboral,Noche,Neutros,0,1,0.005233128503223439,Cluster 2
493,214-17-6927,Naypyitaw,Normal,Mujer,Food and beverages,16.48,6,4.944,103.824,Ewallet,98.88,9.9,2019-02-07,Thursday,Laboral,Noche,Promotores,100,0,-0.005581177594958131,Cluster 2
494,291-32-1427,Mandalay,Miembro,Hombre,Fashion accessories,21.94,5,5.485,115.185,Ewallet,109.7,5.3,2019-03-05,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.02249483783153161,Cluster 0
495,190-14-3147,Mandalay,Normal,Mujer,Health and beauty,17.97,4,3.594,75.47399999999998,Ewallet,71.88,6.4,2019-02-23,Saturday,Laboral,Noche,Detractores,-100,0,-0.02263033294889294,Cluster 2
